tweet,label,index,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
Weathers wonderful today! 🌂🌂🌂,1.0,156,1,3,,,99,99,1.5,66.67,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,33.33,33.33,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,33.33,0,0,0,33.33,0,0,100
"Even though my mom has to work a 12 hr shift today, I'm thankful she's happy with what she does and that she is doing what she needs to do in order to care for her children. She is the strongest and most important woman in my life. Without her, I am nothing.",0.0,251,1,53,5.44,72.6,1,99,17.67,11.32,96.23,79.25,67.92,26.42,20.75,7.55,0,0,13.21,0,5.66,15.09,3.77,1.89,15.09,16.98,5.66,5.66,1.89,20.75,9.43,1.89,7.55,1.89,1.89,3.77,20.75,1.89,5.66,0,0,1.89,0,0,3.77,0,7.55,7.55,0,3.77,3.77,0,0,0,0,0,22.64,1.89,1.89,0,0,0,0,18.87,1.89,0,16.98,0,0,0,0,0,1.89,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,5.66,0,0,0,0,0,0,0,0,5.66,3.77,0,0,3.77,0,0,0,1.89,0,15.09,3.77,0,0,0,0,0,13.21,5.66,3.77,0,0,3.77,0,0
I love when you go to shop for plus size clothing and it's always just shoved under women's and it doesn't have any subcategories so u just have to wade thru everything like a pig being thrown slop,1.0,49,1,38,9.05,82.58,70.28,61.63,38,7.89,86.84,73.68,63.16,15.79,7.89,2.63,0,5.26,0,0,7.89,5.26,2.63,0,18.42,10.53,13.16,13.16,2.63,18.42,0,5.26,0,0,0,0,13.16,5.26,2.63,0,0,0,2.63,0,0,0,2.63,2.63,0,2.63,2.63,0,0,0,0,0,10.53,2.63,0,0,0,0,0,7.89,0,0,2.63,0,0,0,0,0,2.63,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,0,0,0,7.89,10.53,0,7.89,5.26,0,0,0,5.26,5.26,7.89,5.26,5.26,5.26,0,0,0,7.89,0,0,0,0,7.89,0,0
"Fat Patty's and Applebee's have very similar energies, but they're unmatched. It's like wrong step and I'm gonna end up in the other restaurant with no way back",0.0,232,1,28,26.1,1,99,1,14,17.86,85.71,67.86,57.14,10.71,7.14,3.57,0,0,0,3.57,3.57,7.14,3.57,0,17.86,17.86,3.57,10.71,3.57,17.86,14.29,0,0,0,0,0,35.71,7.14,10.71,0,0,0,0,0,10.71,0,3.57,0,3.57,0,0,0,0,0,0,0,7.14,3.57,0,0,0,3.57,0,3.57,0,0,0,0,0,0,0,0,3.57,3.57,0,0,0,0,7.14,3.57,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,10.71,14.29,0,3.57,10.71,0,0,0,3.57,0,10.71,3.57,3.57,3.57,0,0,0,25,3.57,3.57,0,0,17.86,0,0
shang chi meant so fucking much to me. i can hardly imagine what it meant to others.,0.0,322,1,17,3.11,1,97.97,,8.5,11.76,88.24,76.47,64.71,29.41,11.76,11.76,0,0,0,0,17.65,5.88,0,0,11.76,5.88,11.76,5.88,0,17.65,5.88,5.88,0,0,0,0,35.29,0,35.29,17.65,0,5.88,5.88,0,5.88,0,5.88,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,0,0,0,11.76,11.76,0,0,0,0,0,0
I’m waiting for this yt at work to just just hit me so I can hit him back,0.0,307,1,18,1.78,2.75,39.59,1,18,5.56,94.44,72.22,66.67,27.78,22.22,16.67,0,0,5.56,0,5.56,5.56,0,0,16.67,11.11,16.67,5.56,0,16.67,0,0,5.56,0,5.56,0,16.67,0,5.56,0,0,5.56,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,5.56,0,0,0,5.56,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,5.56,0,0,5.56,0,0,0,5.56,0,11.11,0,0,0,0,0,0,5.56,0,0,0,0,5.56,0,0
"""coping strategies to help with tinnitus and hearing loss: see a doctor!"" Wow thanks internet",1.0,73,1,15,98.78,,1.91,97.84,7.5,26.67,93.33,46.67,26.67,0,0,0,0,0,0,0,0,6.67,6.67,0,13.33,0,0,6.67,0,13.33,0,0,13.33,6.67,6.67,0,6.67,0,6.67,6.67,0,0,0,0,0,0,26.67,13.33,6.67,6.67,0,0,0,0,0,0,13.33,13.33,13.33,6.67,0,0,6.67,0,0,0,0,0,6.67,0,0,6.67,6.67,0,0,6.67,0,0,13.33,13.33,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,0,6.67,13.33,0,0,0,6.67,6.67,0,0,0,0,0,6.67,0,0,0,6.67,26.67,0,0,0,6.67,0,20,0
"One point of correction though (literally artistic licence!). At present, exercise has been shown to be effective in other autoimmune conditions but not specifically in APS.",0.0,179,1,26,74.95,1,94.47,79.29,13,38.46,69.23,57.69,50,0,0,0,0,0,0,0,0,7.69,0,3.85,19.23,11.54,3.85,7.69,3.85,11.54,11.54,3.85,3.85,0,3.85,0,26.92,0,19.23,0,0,0,7.69,0,11.54,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,7.69,3.85,11.54,0,0,0,0,0,0,23.08,7.69,3.85,0,3.85,0,7.69,0
Why was everything in interior design so brown in the 2000s,0.0,321,1,11,45.12,,95.15,,11,18.18,90.91,72.73,63.64,9.09,0,0,0,0,0,0,9.09,9.09,9.09,9.09,18.18,9.09,18.18,9.09,0,9.09,9.09,0,0,0,0,0,27.27,9.09,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,0,0,27.27,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""love a good bit of character death on a sunday :)""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.",1.0,58,1,52,53.56,7.93,89.39,94.96,26,15.38,86.54,65.38,51.92,11.54,11.54,11.54,0,0,0,0,0,15.38,9.62,1.92,7.69,3.85,9.62,7.69,0,9.62,3.85,3.85,3.85,1.92,1.92,0,17.31,0,5.77,3.85,3.85,0,0,1.92,0,0,9.62,7.69,1.92,7.69,7.69,0,0,0,0,0,11.54,7.69,0,0,0,0,3.85,3.85,1.92,0,3.85,0,1.92,0,0,1.92,1.92,1.92,0,0,0,0,1.92,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,9.62,5.77,1.92,1.92,0,3.85,0,0,7.69,3.85,5.77,0,1.92,1.92,0,0,0,11.54,3.85,0,0,0,0,7.69,0
love it when R gives me the 500th error code of the day,1.0,174,1,13,74.95,7.93,81.58,99,13,0,92.31,69.23,46.15,15.38,7.69,7.69,0,0,0,0,7.69,15.38,15.38,7.69,7.69,0,7.69,7.69,0,7.69,0,7.69,0,0,0,0,23.08,0,0,0,0,0,0,0,0,0,7.69,7.69,0,7.69,7.69,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,15.38,0,7.69,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0
Corsodyl failing to consider i like being a person who spits blood when they brush their teeth,1.0,118,1,17,29.85,99,46.57,,17,17.65,88.24,64.71,52.94,23.53,23.53,5.88,0,0,0,11.76,0,11.76,5.88,0,11.76,5.88,5.88,5.88,0,17.65,0,0,5.88,0,5.88,0,17.65,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I have more fun with my parents and boyfriend than anyone else. Is this old age?,0.0,319,1,16,1.97,11.66,99,96.74,8,12.5,100,81.25,68.75,25,12.5,12.5,0,0,0,0,12.5,18.75,0,0,12.5,12.5,6.25,12.5,0,12.5,25,6.25,12.5,12.5,0,0,37.5,0,18.75,0,0,0,6.25,0,12.5,0,6.25,6.25,0,6.25,6.25,0,0,0,0,0,18.75,0,0,0,0,0,0,18.75,6.25,6.25,0,6.25,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,0,6.25,0,0,0,0,0,0,12.5,6.25,0,6.25,0,0,0,0
"@ichazevinci Imagine being allergic to sunlight and thinking you're God's favorite. 😏",0.0,199,1,11,20.83,99,50.45,99,5.5,54.55,81.82,54.55,36.36,9.09,9.09,0,0,9.09,0,0,0,0,0,0,9.09,18.18,0,9.09,0,27.27,9.09,0,9.09,0,0,9.09,27.27,0,18.18,18.18,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,36.36,9.09,0,0,0,18.18,9.09,9.09
They really said you can’t have nice weather AND no lockdown for your bday this year huh,1.0,92,1,17,1,93.56,12.44,99,17,11.76,88.24,88.24,58.82,23.53,17.65,0,0,11.76,0,5.88,5.88,17.65,0,0,5.88,11.76,5.88,5.88,11.76,17.65,5.88,5.88,0,0,0,0,29.41,5.88,11.76,0,0,5.88,0,5.88,5.88,0,11.76,11.76,0,0,0,0,0,0,0,0,23.53,5.88,0,0,0,0,5.88,17.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,0,0,0,0,0,0,0,11.76,5.88,5.88,0,11.76,11.76,0,5.88,0,5.88,0,0,0,0,5.88,0,0
best day of my life we got a new expensive vaccuum WOOOOOOOO,0.0,256,1,12,89.52,84.23,89.39,99,12,25,91.67,83.33,33.33,16.67,16.67,8.33,8.33,0,0,0,0,16.67,8.33,0,8.33,0,0,0,0,8.33,25,8.33,16.67,8.33,8.33,0,16.67,0,0,0,0,0,0,0,0,0,16.67,16.67,0,8.33,8.33,0,0,0,0,0,16.67,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,25,0,0,0,0,0,0,0,16.67,0,0,0,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0
another week really does start tomorrow... 😞,0.0,336,1,6,1,1,99,,3,33.33,100,83.33,50,16.67,0,0,0,0,0,0,16.67,16.67,0,0,0,16.67,16.67,0,0,33.33,0,33.33,0,0,0,0,83.33,0,33.33,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,50,0,16.67,16.67,0,0,0,0,0,50,50,0,0,0,0,0,16.67
my greatest downfall is having an upset stomach then eating spicy food to make it worse.,0.0,181,1,16,43.4,11.66,15.38,1,16,18.75,93.75,75,43.75,12.5,6.25,6.25,0,0,0,0,6.25,12.5,6.25,0,6.25,12.5,0,6.25,0,25,18.75,0,0,0,0,0,12.5,0,6.25,0,6.25,0,0,0,0,0,18.75,6.25,12.5,6.25,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0
What a wonderful time to have your AC go out https://t.co/jqjqG1dGOa,1.0,21,1,11,89.52,99,99,99,11,9.09,90.91,72.73,54.55,18.18,9.09,0,0,9.09,0,0,9.09,18.18,9.09,9.09,18.18,9.09,0,0,0,18.18,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,9.09,0,9.09,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,18.18,0,9.09,18.18,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Packing to move house, and currently wondering why I had to pick such a heavy hobby? Like, why did I have to pick reading? Books are so heavy, my back hurts. Why couldn’t I have picked knitting? Yarn is light 🥲",1.0,120,1,40,8.11,1.71,89.39,2.86,8,15,92.5,72.5,52.5,10,10,10,0,0,0,0,0,7.5,2.5,0,10,17.5,12.5,5,2.5,32.5,5,5,0,0,0,0,22.5,0,12.5,2.5,7.5,2.5,2.5,0,0,0,2.5,0,2.5,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,2.5,2.5,2.5,0,0,2.5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2.5,10,22.5,0,10,2.5,2.5,0,7.5,2.5,10,7.5,5,0,0,0,0,0,20,2.5,7.5,7.5,0,2.5,0,2.5
I passed my permit test!!!🥵,0.0,187,1,5,3.8,1,99,,5,0,100,60,40,40,40,40,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,20,0,0,20,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,60,0,0,0,60,0,0,20
Raging debate on the importance of an Orlando Magic Summer League Championship. Definitely a notch below 6 if decided by coin flip. https://t.co/LG0VRwkrKO,1.0,24,1,23,99,40.06,44.75,84.9,11.5,21.74,82.61,47.83,39.13,0,0,0,0,0,0,0,0,13.04,13.04,8.7,17.39,0,4.35,4.35,0,4.35,4.35,0,8.7,4.35,4.35,4.35,17.39,0,13.04,4.35,0,0,4.35,4.35,4.35,0,13.04,8.7,4.35,4.35,0,4.35,0,4.35,0,0,8.7,4.35,0,0,0,0,4.35,4.35,0,0,0,0,4.35,0,0,4.35,4.35,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,4.35,0,0,0,4.35,4.35,0,0,0,0,0,0,0,8.7,8.7,0,0,0,0,0,0
"North Dakota: *has one decent week of weather*
Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND.",1.0,98,1,29,89.52,78.45,99,74.09,29,6.9,75.86,65.52,44.83,6.9,6.9,3.45,0,3.45,0,0,0,10.34,6.9,3.45,13.79,6.9,3.45,3.45,0,10.34,13.79,6.9,3.45,3.45,0,0,13.79,0,0,0,0,0,0,0,0,0,3.45,3.45,0,0,0,0,0,0,0,0,13.79,6.9,0,0,0,3.45,0,6.9,3.45,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,24.14,0,3.45,17.24,0,0,3.45,6.9,0,6.9,3.45,0,0,0,0,0,20.69,3.45,3.45,0,0,0,13.79,0
HAPPY WORLD TAPIR DAY EVERYONE!!! HERE IS YOUR YEARLY REMINDER THAT I LOVE TAPIRS!!!,0.0,300,1,14,2.35,97.11,99,99,7,14.29,85.71,64.29,42.86,28.57,14.29,7.14,0,7.14,0,0,14.29,14.29,0,0,0,7.14,7.14,0,0,7.14,7.14,14.29,0,0,0,0,35.71,7.14,7.14,0,0,0,0,0,0,7.14,14.29,14.29,0,14.29,14.29,0,0,0,0,0,21.43,7.14,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,14.29,0,0,0,14.29,0,7.14,0,0,0,0,0,0,42.86,0,0,0,42.86,0,0,0
Democrats do realize that if In fact trump loses he will run again in 2024 and they will have him for 12 years instead of 8 #MAGA2020,0.0,296,1,27,16.08,62.05,77.17,1,27,14.81,92.59,70.37,59.26,14.81,11.11,0,0,0,7.41,3.7,3.7,3.7,0,14.81,14.81,14.81,7.41,7.41,0,22.22,0,3.7,3.7,0,3.7,0,29.63,0,11.11,3.7,0,0,3.7,0,7.41,0,3.7,0,3.7,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,7.41,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,7.41,11.11,0,3.7,7.41,0,0,0,7.41,0,7.41,7.41,0,0,0,0,0,3.7,0,0,0,0,0,3.7,0
Why would Alexa's recipe for Yorkshire pudding be a bhaji yorkshire pudding ?? @bbcgoodfood,1.0,3,1,13,74.95,,1,,6.5,38.46,38.46,38.46,38.46,0,0,0,0,0,0,0,0,7.69,7.69,0,7.69,15.38,7.69,0,0,15.38,0,0,0,0,0,0,15.38,0,15.38,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.77,0,0,15.38,0,7.69,7.69,0
greatest british act of all time : one direction,0.0,227,1,8,98.55,,89.39,99,8,37.5,87.5,62.5,37.5,0,0,0,0,0,0,0,0,25,0,12.5,12.5,0,0,0,0,0,25,25,0,0,0,0,25,12.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0
The entirety of this Super Bowl just isn’t sitting right with me (and not just because my team isn’t playing).,0.0,287,1,20,1.62,1,98.38,90.5,20,20,100,80,65,15,10,10,0,0,0,0,5,15,5,0,10,10,10,10,15,20,0,5,5,5,0,0,20,0,20,0,5,0,0,0,15,0,5,5,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,25,5,0,0,0,10,10,0
"Very moved by the accounts coming from Afghanistan right now.

We can debate the merits/pitfalls of Western intervention endlessly but relinquishing control to the Taliban is unquestionably the worst thing for the country now.",0.0,272,1,35,95.41,57.11,80.49,20.23,17.5,31.43,85.71,65.71,51.43,5.71,2.86,0,2.86,0,0,0,2.86,14.29,14.29,0,14.29,5.71,8.57,2.86,0,11.43,8.57,0,8.57,2.86,2.86,2.86,20,0,11.43,0,2.86,2.86,0,2.86,2.86,0,5.71,2.86,2.86,0,0,0,0,0,0,0,8.57,2.86,0,0,0,0,2.86,2.86,0,0,0,0,0,0,0,0,2.86,0,0,2.86,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43,11.43,0,5.71,8.57,0,0,0,8.57,2.86,11.43,0,0,0,0,0,0,8.57,5.71,0,0,0,0,2.86,0
"""@elliekonsker: FLORIDA YOU LITERALLY HAVE ONE JOB""",1.0,52,1,7,18.12,99,,,7,42.86,57.14,42.86,42.86,14.29,14.29,0,0,14.29,0,0,0,14.29,0,14.29,0,14.29,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.14,0,0,0,0,0,57.14,0
A fun musical mashup is the country music playing at the gym with the one guy playing old Eminem on his phone at full volume in the locker room shower 🎶🎶🎶,1.0,127,1,30,99,77.41,19.26,99,30,13.33,90,60,40,3.33,3.33,0,0,0,3.33,0,0,20,16.67,0,16.67,3.33,0,0,0,10,10,6.67,0,0,0,0,13.33,6.67,0,0,0,0,0,0,0,0,10,10,0,3.33,3.33,0,0,0,0,0,13.33,3.33,0,0,0,0,3.33,6.67,0,0,0,6.67,3.33,0,0,3.33,26.67,20,6.67,0,0,0,3.33,3.33,0,3.33,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,6.67,20,0,0,13.33,0,6.67,0,3.33,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Shit. After a hilarious yet faithful recreation of Winnie the Pooh a part of me is now stuck inside a honey jar.,0.0,210,1,22,98.87,5.27,95.15,99,11,13.64,86.36,63.64,54.55,4.55,4.55,4.55,0,0,0,0,0,18.18,18.18,0,18.18,4.55,9.09,4.55,0,9.09,0,4.55,0,0,0,0,18.18,0,9.09,0,0,4.55,4.55,0,4.55,0,18.18,13.64,0,4.55,4.55,0,0,0,0,4.55,9.09,4.55,0,0,0,4.55,0,4.55,0,0,0,0,0,0,0,0,9.09,4.55,0,0,0,4.55,4.55,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,4.55,9.09,0,0,9.09,0,0,0,13.64,4.55,9.09,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
Avoid mass gatherings.. does this mean that I can stay home tomorrow as I work at a school? No I thought not. #schoolclosure,1.0,19,1,23,14.64,1,99,,5.75,17.39,91.3,60.87,52.17,21.74,13.04,13.04,0,0,0,0,8.7,17.39,4.35,0,8.7,8.7,0,4.35,8.7,17.39,0,0,4.35,0,4.35,0,30.43,4.35,17.39,8.7,0,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.04,0,4.35,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,4.35,0,17.39,8.7,0,0,8.7,0,0,0,4.35,0,8.7,4.35,0,0,0,0,0,21.74,13.04,0,4.35,0,0,4.35,0
future mvp lamelo ball,0.0,240,1,4,,,89.39,,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
can we have a bit of a strong cold breeze please,0.0,330,1,11,89.52,99,1,99,11,0,90.91,81.82,54.55,9.09,9.09,0,9.09,0,0,0,0,18.18,18.18,0,9.09,18.18,0,0,0,18.18,18.18,9.09,18.18,9.09,0,9.09,9.09,0,9.09,0,0,9.09,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,18.18,9.09,9.09,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What kind of sins have y’all been committing for God to punish us with this kinda weather...,1.0,57,1,17,64.21,99,1.39,1,17,11.76,88.24,64.71,52.94,23.53,11.76,0,5.88,5.88,0,0,11.76,5.88,0,0,23.53,11.76,0,0,0,17.65,0,0,11.76,5.88,0,5.88,17.65,0,11.76,0,0,0,5.88,0,5.88,0,11.76,0,11.76,0,0,0,0,0,0,0,23.53,11.76,0,0,0,5.88,0,11.76,0,0,0,0,0,0,0,0,11.76,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,5.88,0,0,5.88,5.88,0,0,0,23.53,17.65,0,0,0,5.88,0,0
"@Rindian1st @FlyingCryptos Yes please let us know. I am interested in buying some LTC",0.0,214,1,14,56.86,79.51,72.58,98.65,7,21.43,85.71,57.14,35.71,14.29,14.29,7.14,7.14,0,0,0,0,7.14,0,7.14,7.14,7.14,0,0,0,21.43,0,7.14,7.14,7.14,0,0,21.43,7.14,7.14,7.14,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,14.29,7.14,7.14,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,7.14,21.43,14.29,7.14,0,7.14,0,0,0,0,0,7.14,0,7.14,0,7.14,0,0,21.43,7.14,0,0,0,0,14.29,0
Well. That went well. #BelgianGP,1.0,81,1,5,1,,63.35,99,1.67,20,80,80,60,20,0,0,0,0,0,0,20,20,0,0,0,0,40,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,60,40,0,0,0,0,20,0
